pert_iname	classes
marbofloxacin	Bacterial DNA gyrase inhibitor
bosentan	Endothelin receptor antagonist
BRD-K75430629	PI3K inhibitor
Ro-3306	CDK inhibitor
metformin	Insulin sensitizer
entacapone	Catechol O methyltransferase inhibitor
iproniazid	Monoamine oxidase inhibitor
dimercaptosuccinic-acid	Chelating agent
PCI-34051	HDAC inhibitor
iodoacetic-acid	Cysteine peptidase inhibitor
cobalt(II)-chloride	HSP inducer
prostratin	PKC activator
BRD-K91781484	NRF2 activator
alfacalcidol	Vitamin D receptor agonist
ataluren	CFTR channel agonist|Dystrophin stimulant
tubacin	HDAC inhibitor
niflumic-acid	Cyclooxygenase inhibitor
BRD-K98824517	Tyrosine phosphatase inhibitor
acamprosate	Glutamate receptor antagonist
17-beta-estradiol	Estrogen receptor agonist
azacitidine	DNA methyltransferase inhibitor
acebutolol	Adrenergic receptor antagonist
vidarabine	Antiviral
5-aminolevulinic-acid	Oxidizing agent
amoxicillin	Penicillin binding protein inhibitor
ampicillin	Bacterial cell wall synthesis inhibitor
atenolol-(+/-)	Adrenergic receptor antagonist
busulfan	DNA inhibitor
captopril	Angiotensin converting enzyme inhibitor
cefazolin	Bacterial cell wall synthesis inhibitor
cefoxitin	Bacterial cell wall synthesis inhibitor
cefuroxime	Bacterial cell wall synthesis inhibitor
chloramphenicol	Bacterial 50S ribosomal subunit inhibitor
benzatropine	Acetylcholine receptor antagonist
cromoglicic-acid	Immunosuppressant
dapsone	Bacterial antifolate
demeclocycline	Bacterial 30S ribosomal subunit inhibitor
depomedrol	Glucocorticoid receptor agonist
phenytoin	Hydantoin antiepileptic
doxazosin	Adrenergic receptor antagonist
doxycycline	Metalloproteinase inhibitor
edrophonium	Acetylcholinesterase inhibitor
rimantadine	Antiviral|RNA synthesis inhibitor
fluocinonide	Glucocorticoid receptor agonist
ganciclovir	DNA polymerase inhibitor
griseofulvin	Tubulin inhibitor
hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
procyclidine	Acetylcholine receptor antagonist
mefloquine	Adenosine receptor antagonist|Hemoglobin antagonist
mercaptopurine	Immunosuppressant|Protein synthesis inhibitor|Purine antagonist
mesna	Antioxidant
mestinon	Cholinesterase inhibitor
methazolamide	Carbonic anhydrase inhibitor
methimazole	Antithyroid agent
acetylcholine	Acetylcholine receptor agonist
mupirocin	Isoleucyl-tRNA synthetase inhibitor
ofloxacin	Bacterial DNA gyrase inhibitor
oxybutynin	Acetylcholine receptor antagonist
phylloquinone	Gamma carboxylase enzyme|Vitamin K
piperacillin	Bacterial cell wall synthesis inhibitor
prilocaine	Local anesthetic
propantheline	Acetylcholine receptor antagonist
propylthiouracil	Thyroid peroxidase inhibitor
pyrazinamide	Fatty acid synthase inhibitor
pyridine-2-aldoxime	Acetylcholinesterase inhibitor
spectinomycin	Bacterial 30S ribosomal subunit inhibitor
sulfacetamide	PABA antagonist
sulindac	Cyclooxygenase inhibitor
terbutaline	Adrenergic receptor agonist
tetracycline	Bacterial 30S ribosomal subunit inhibitor
theophylline	Adenosine receptor antagonist
tizanidine	Adrenergic receptor agonist
bethanechol	Acetylcholine receptor agonist
westcort	Glucocorticoid receptor agonist
zidovudine	Reverse transcriptase inhibitor
aceclofenac	Prostanoid receptor antagonist
acemetacin	Cyclooxygenase inhibitor
acetazolamide	Carbonic anhydrase inhibitor
acetohexamide	ATP channel blocker
acetylsalicylsalicylic-acid	Cyclooxygenase inhibitor
adenosine-phosphate	Adenosine receptor agonist
adiphenine	Acetylcholine receptor antagonist
allantoin	Product of purine catabolism used in cosmetics
amfepramone	Adrenergic receptor agonist
amikacin	Bacterial 30S ribosomal subunit inhibitor
ampyrone	Cyclooxygenase inhibitor
antazoline	Antihistamine
asenapine	Dopamine receptor antagonist|Serotonin receptor antagonist
astemizole	Histamine receptor antagonist
aztreonam	Bacterial cell wall synthesis inhibitor
baclofen	GABA receptor agonist
bambuterol	Adrenergic receptor agonist
benfluorex	Gluconeogenesis inhibitor
betazole	Histamine receptor agonist
bufexamac	Cyclooxygenase inhibitor
bupivacaine	Sodium channel blocker
pentoxyverine	Sigma receptor agonist
catharanthine	Tubulin inhibitor
chlorhexidine	Membrane integrity inhibitor
chlormezanone	GABA receptor modulator
chlorothiazide	Diuretic
chlorzoxazone	Bacterial 30S ribosomal subunit inhibitor
ciprofloxacin	Bacterial DNA gyrase inhibitor
clemizole	HCV inhibitor
clenbuterol	Adrenergic receptor agonist
clindamycin	Protein synthesis inhibitor
clofilium	Potassium channel blocker
clopamide	Sodium/chloride cotransporter inhibitor
clorgiline	Monoamine oxidase inhibitor
cloxacillin	Bacterial cell wall synthesis inhibitor
colchicine	Microtubule inhibitor
debrisoquine	Norepinephrine inhibitor
dequalinium	PKC inhibitor
cinchocaine	Sodium channel blocker
dihydrostreptomycin	Bacterial 30S ribosomal subunit inhibitor
dimenhydrinate	Histamine receptor antagonist
diperodon	Local anesthetic
dyphylline	Adenosine receptor antagonist|Phosphodiesterase inhibitor
dizocilpine	Glutamate receptor antagonist
dropropizine	Antitussive
dyclonine	Sodium channel blocker
ethosuximide	Succinimide antiepileptic
etofylline	Adenosine receptor antagonist
fadrozole	Aromatase inhibitor
fendiline	Calcium channel blocker
fenspiride	Bronchodilator
fipexide	Psychoactive drug
fludrocortisone	Glucocorticoid receptor agonist|Mineralocorticoid receptor agonist
flumequine	Topoisomerase inhibitor
furosemide	Diuretic
gallamine	Cholinergic receptor antagonist
gentamicin	Bacterial 30S ribosomal subunit inhibitor
glafenine	DeltaF508-CFTR Correctors
guanethidine	Adrenergic inhibitor
hemicholinium-3	Acetylcholine receptor antagonist
heptaminol	Vasoconstrictor
hexamethonium	Cholinergic receptor antagonist
hycanthone	RNA synthesis inhibitor
hydrochlorothiazide	Thiazide diuretic
hydroxyzine	Antihistamine
idoxuridine	DNA directed DNA polymerase inhibitor
isoflupredone	Glucocorticoid receptor agonist
josamycin	Bacterial 50S ribosomal subunit inhibitor
kanamycin	Bacterial 30S ribosomal subunit inhibitor
khellin	Vasodilator
levodopa	Dopamine precursor
lincomycin	Bacterial 30S ribosomal subunit inhibitor
lisinopril	Angiotensin converting enzyme inhibitor
lomefloxacin	Bacterial DNA gyrase inhibitor
lynestrenol	Progestogen hormone
mephenesin	Muscle relaxant
metaraminol	Adrenergic receptor agonist
metitepine	Anti-HCVE2
methyldopa	Adrenergic receptor agonist
meticrane	Diuretic
miconazole	Bacterial cell wall synthesis inhibitor
minocycline	Bacterial 30S ribosomal subunit inhibitor
morantel	Acetylcholine receptor agonist
moroxydine	Antiviral
moxisylyte	Adrenergic receptor antagonist
neomycin	Bacterial 30S ribosomal subunit inhibitor
nifenazone	Analgesic agent
norfloxacin	Bacterial DNA gyrase inhibitor
oxandrolone	Androgen receptor agonist
oxetacaine	Local anesthetic
oxolinic-acid	Bacterial DNA gyrase inhibitor
oxytetracycline	Bacterial 30S ribosomal subunit inhibitor
pentolinium	Cholinergic receptor antagonist
phenylpropanolamine	Adrenergic receptor agonist
pimethixene	Antihistamine
procaine	HMGCR inhibitor
proglumide	CCK receptor antagonist
pyrantel	Nicotinic receptor agonist
apomorphine	Dopamine receptor agonist
sulfadiazine	Bacterial antifolate
sulfaguanidine	Bacterial antifolate
sulfamethoxazole	PABA antagonist
sulfaphenazole	Dihydropteroate synthetase inhibitor
sulfathiazole	Dihydropteroate synthase inhibitor
thiamphenicol	Bacterial 50S ribosomal subunit inhibitor
tioguanine	Purine antagonist
tiapride	Dopamine receptor antagonist
tioconazole	Sterol demethylase inhibitor
tiratricol	Thyroid hormone stimulant
todralazine	Antihypertensive agent
tolfenamic-acid	Cyclooxygenase inhibitor|Prostanoid receptor antagonist|Leukotriene synthesis inhibitor|Prostanoid receptor inhibitor
tolnaftate	Fungal squalene epoxidase inhibitor
tranexamic-acid	Antifibrinolytic|Plasminogen activator inhibitor|Fibrinogen stimulant
metrifonate	Acetylcholinesterase inhibitor
trimethoprim	Dihydrofolate reductase inhibitor
troleandomycin	Protein synthesis inhibitor
xylometazoline	Adrenergic receptor agonist
esatenolol	Adrenergic receptor antagonist
etiocholanolone	GABA receptor modulator
kinetin	Cell division inducer
aceclidine	Acetylcholine receptor agonist
acefylline	Adenosine receptor agonist
acenocoumarol	Vitamin K antagonist
acipimox	Cholesterol inhibitor
alendronic-acid	Bone resorption inhibitor
alizapride	Dopamine receptor antagonist
amifostine	Reducing agent
amphotericin-b	Membrane permeability enhancer
androsterone	Androgen receptor agonist
artemisinin	DNA synthesis inhibitor
atractyloside	Mitochondrial ADP, ATP translocase inhibitor
atropine	Acetylcholine receptor antagonist
avermectin	Anthelmintic agent
bacampicilline	Bacterial cell wall synthesis inhibitor
benfotiamine	Antioxidant
benzethonium	Sodium channel blocker
benzocaine	Sodium channel blocker
betaescin	Interleukin receptor antagonist
bromperidol	Dopamine receptor antagonist
butalbital	GABA receptor antagonist
butamben	Sodium channel blocker
butenafine	Fungal squalene epoxidase inhibitor
butirosin	Bacterial 30S ribosomal subunit inhibitor
butylscopolammonium	Anticholinergic
carbadox	Other antibiotic
carbarsone	Antiprotozoal agent
carbimazole	Antithyroid agent
carisoprodol	Acetylcholine receptor antagonist
cefadroxil	Bacterial cell wall synthesis inhibitor
cefmetazole	Bacterial cell wall synthesis inhibitor
cefotetan	Bacterial cell wall synthesis inhibitor
ceftazidime	Bacterial cell wall synthesis inhibitor
celiprolol	Adrenergic receptor antagonist
cefalotin	Bacterial cell wall synthesis inhibitor
chicago-sky-blue-6b	Glutamate transporter modulator|Macrophage migration inhibiting factor inhibitor|Glutamate inhibitor|Macrophage inhibitor
chlorcyclizine	Histamine receptor antagonist
chlorotrianisene	Estrogenic hormone
chrysenequinone	DNA mismatch binding
ciclopirox	Membrane integrity inhibitor
clobutinol	Antitussive
clodronic-acid	Bone resorption inhibitor
cloperastine	Antitussive
clorsulon	Glycolysis inhibitor
closantel	Chitinase inhibitor|NFkB pathway inhibitor
colistin	Bacterial permeability inducer
cyanocobalamin	Methylmalonyl CoA mutase stimulant|Vitamin B
cyclizine	Histamine receptor modulator
cyclobenzaprine	Adrenergic receptor agonist|Serotonin receptor agonist
dacarbazine	DNA alkylating agent
demecarium	Acetylcholinesterase inhibitor
dexfenfluramine	Serotonin receptor agonist
dicoumarol	NADPH inhibitor
dinoprost	Prostacyclin analog
diosmin	Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
diphenylpyraline	Dopamine uptake inhibitor
metamizole	Cyclooxygenase inhibitor|Opioid receptor agonist
dirithromycin	Bacterial 50S ribosomal subunit inhibitor
doxofylline	Adenosine receptor antagonist
emedastine	Histamine receptor antagonist
epiandrosterone	Steroid
eserine	Cholinesterase inhibitor
etanidazole	Bacterial cell wall synthesis inhibitor
ethionamide	Mycolic synthesis inhibitor
ethoxyquin	Antioxidant
etofenamate	Cyclooxygenase inhibitor
etoricoxib	Cyclooxygenase inhibitor
etretinate	Protein synthesis inhibitor
eucatropine	Acetylcholine receptor antagonist
famprofazone	Cyclooxygenase inhibitor
fenipentol	Choleretic agent
fenoprofen	Prostagladin inhibitor
fentiazac	Cyclooxygenase inhibitor
flumethasone	Glucocorticoid receptor agonist
flunixin	Cyclooxygenase inhibitor
flurandrenolide	Glucocorticoid receptor agonist
folic-acid	Folate receptor ligand
leucovorin	Folate receptor ligand
fomepizole	Alcohol dehydrogenase inhibitor
furaltadone	Bacterial DNA inhibitor
gliclazide	ATP channel blocker|Insulin secretagogue
guanadrel	Adrenergic inhibitor
haloprogin	Other antifungal
hexestrol	Synthetic estrogen
hexetidine	Local anesthetic
hydroxychloroquine	Antimalarial agent
ibandronic-acid	Bone resorption inhibitor
ibutilide	Potassium channel blocker
imipenem	Bacterial cell wall synthesis inhibitor
iohexol	Radiopaque medium
ramifenazone	Cyclooxygenase inhibitor
salsolidine	Monoamine oxidase inhibitor
isosorbide	Nitric oxide stimulant
lanatoside-c	Cardiac glycoside
loracarbef	Bacterial cell wall synthesis inhibitor
mebhydrolin	Antihistamine
meclofenoxate	Nootropic agent
melatonin	Melatonin receptor agonist|Nitric oxide synthase inhibitor
mepenzolate	Acetylcholine receptor antagonist
merbromin	Antiseptic
methoxamine	Adrenergic receptor agonist
mizolastine	Histamine receptor antagonist
monensin	Bacterial permeability inducer
citiolone	Lipotropic|Mucolytic
nadide	Electron acceptor
nalidixic-acid	Bacterial DNA gyrase inhibitor
neostigmine	Acetylcholinesterase inhibitor
nifuroxazide	Bacterial DNA inhibitor
nystatin	Fungal ergosterol inhibitor
opipramol	Sigma receptor agonist
oxacillin	Bacterial cell wall synthesis inhibitor
pempidine	Ganglionic blocker
pentamidine	Anti-pneumocystis agent
phenindione	Vitamin K antagonist
piracetam	Acetylcholine receptor agonist
pramocaine	Local anesthetic
pranlukast	Leukotriene receptor antagonist
pranoprofen	Cyclooxygenase inhibitor
prenylamine	Calcium channel blocker
propidium	DNA intercalating agent
pyridoxine	Vitamin B
rebamipide	Free radical scavenger
ribostamycin	Bacterial 30S ribosomal subunit inhibitor
sertindole	Dopamine receptor antagonist|Serotonin receptor antagonist
sisomicin	Protein synthesis inhibitor
spiramycin	Bacterial 50S ribosomal subunit inhibitor
stanozolol	Androgen receptor agonist
succinylsulfathiazole	Dihydrofolate reductase inhibitor
sulfabenzamide	Bacterial antifolate
sulfachlorpyridazine	Bacterial antifolate
sulfadimethoxine	Protein synthesis inhibitor
sulfamerazine	Bacterial antifolate
sulfadimidine	Bacterial antifolate
sulfamethizole	Bacterial antifolate
sulfamethoxypyridazine	Bacterial antifolate
sulfapyridine	PABA antagonist
sulfaquinoxaline	Vitamin K antagonist
suxibuzone	Cyclooxygenase inhibitor
tazobactam	Beta lactamase inhibitor
tenatoprazole	ATPase inhibitor
tetracaine	Membrane integrity inhibitor
tetraethylenepentamine	Superoxide dismutase inhibitor
thiamine	Vitamin B
thiomersal	Other antibiotic
levothyroxine	Thyroid hormone stimulant
triflusal	Cyclooxygenase inhibitor|Platelet aggregation inhibitor|Thromboxane synthase inhibitor
trihexyphenidyl	Acetylcholine receptor antagonist
trimetazidine	3-ketoacyl CoA thiolase inhibitor
trimethadione	Oxazolidine antiepileptic
trolox	Antioxidant
tylosin	Protein synthesis inhibitor
vancomycin	Bacterial cell wall synthesis inhibitor
vatalanib	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
vigabatrin	GABA aminotransferase inhibitor
zaleplon	Benzodiazepine receptor agonist
zopiclone	GABA receptor agonist
1,2-propylene-glycol	Organic compound
dioxane	Cytotoxic agent
benzofuran	Carcinogen
nerol	Polyamine biosynthesis inhibitor
fluorouracil	RNA synthesis inhibitor|Thymidylate synthase inhibitor
benzo(e)pyrene	Apoptosis stimulant
CH-223191	Aryl hydrocarbon receptor antagonist
mannitol	Diuretic
DMBA	Carcinogen
emodin	11-beta-HSD1 inhibitor
tryptophan	Serotonin receptor partial agonist
TCDD-dioxin	Aryl hydrocarbon receptor activator
acetaldehyde	Metabolite of ethanol with a role in ethanol addiction
acetamide	Solvent
actinomycin-d	RNA polymerase inhibitor
aflatoxin-b1	Carcinogen
anethole	Glutathione transferase stimulant
benzoic-acid	Precursor for food preservatives, plasticizers and medicinal compounds
bisphenol-a	Synthetic estrogen
cadmium-chloride	Coloring agent
carbaryl	Cholinesterase inhibitor
carbon-tetrachloride	Solvent
kepone	Pesticide
chloroform	Solvent
dichlorodiamine-platinum	Anticancer agent
dieldrin	Enhancer of synaptic activity
dimethylnitrosamine	Carcinogen
fluoxymesterone	Androgen receptor modulator
glycerol	Sugar alcohol
isoniazid	Enoyl-(acyl-carrier protein) reductase Fabl inhibitor
ifosfamide	DNA alkylating agent
melphalan	DNA alkylating agent|DNA inhibitor
methoxychlor	Estrogenic metabolite
methyl-testosterone	Androgen receptor agonist
monocrotaline	Pyrrolizidine alkaloid
pentachlorophenol	ATP channel blocker
silibinin	Cytochrome P450 inhibitor
tetrachloroethylene	Alkaline phosphatase inhibitor
tributyltin	Algicide|Antifouling agent
triphenyl-tin	Algicide|Antifouling agent
urethane	Local anesthetic
zearalenone	Estrogenic metabolite
anthothecol	Antimalarial agent
A-23187	Divalent cation ionophore
syringic-acid	Carbonic anhydrase inhibitor
phorbol-myristate-acetate	PKC activator
BRD-K77634909	HSP inducer|Protein kinase inhibitor
caffeic-acid-phenethyl-ester	NFkB pathway inhibitor|HIV integrase inhibitor
levobunolol	Adrenergic receptor antagonist
levisoprenaline	Adrenergic receptor agonist
octopamine	Trace amine associated receptor agonist
eseroline	Acetylcholinesterase inhibitor
isoprenaline	Adrenergic receptor agonist
atenolol	Adrenergic receptor antagonist
cycloserine	Glutamate receptor agonist
2-aminobenzenesulfonamide	Carbonic anhydrase inhibitor
aminosalicylic-acid	Cyclooxygenase inhibitor
paracetamol	Cyclooxygenase inhibitor
acetylcysteine	Mucolytic agent
adrenosterone	11-beta-HSD1 inhibitor
alcuronium	Muscle relaxant
alexidine	Phosphatidylglycerophosphatase inhibitor
alfadolone	GABA receptor agonist
allopurinol	Xanthine oxidase inhibitor
prostaglandin-e1	Prostanoid receptor antagonist
ambrisentan	Endothelin receptor antagonist
aminocaproic-acid	Plasminogen activator inhibitor
aminohippuric-acid	Renal function diagnostic agent
aminophylline	Adenosine receptor antagonist
amiprilose	CD antagonist
apramycin	Bacterial 30S ribosomal subunit inhibitor
arbutin	Melanin inhibitor
azapropazone	Cyclooxygenase inhibitor
azlocillin	Bacterial cell wall synthesis inhibitor
bacitracin	Bacterial cell wall synthesis inhibitor
benserazide	DOPA decarboxylase inhibitor
benzathine	Bacterial cell wall synthesis inhibitor
bephenium	Acetylcholine receptor agonist
bretylium	Norepinephrine inhibitor
butacaine	Local anesthetic
candesartan	Angiotensin receptor antagonist
canrenone	Mineralocorticoid receptor antagonist
carbachol	Cholinergic receptor agonist
cefepime	Bacterial cell wall synthesis inhibitor
cefsulodin	Bacterial cell wall synthesis inhibitor
chlormadinone	Progesterone receptor agonist
chloropyramine	Histamine receptor antagonist
clavulanic-acid	Lactamase inhibitor
clinafloxacin	Bacterial DNA gyrase inhibitor
clocortolone	Glucocorticoid receptor agonist
cortisol	Glucocorticoid receptor agonist
DAC-004	HDAC activator
DAC-013	HDAC activator
darifenacin	Acetylcholine receptor antagonist
deflazacort	Glucocorticoid receptor agonist
deptropine	Histamine receptor antagonist
diacerein	Interleukin inhibitor
dimaprit	Histamine receptor agonist
dimethadione	Oxazolidine antiepileptic
dorzolamide	Carbonic anhydrase inhibitor
enilconazole	Sterol demethylase inhibitor
enoxacin	Topoisomerase inhibitor
epitiostanol	Androgen receptor agonist
etamsylate	Haemostatic agent
ethaverine	Calcium channel blocker
ethynodiol	Steroidal progestin
etidronic-acid	Bone resorption inhibitor
felbinac	Cyclooxygenase inhibitor
florfenicol	Protein synthesis inhibitor
fosfosal	Phosphodiesterase inhibitor
gabapentin	Calcium channel blocker
Gossypetin	DNA methyltransferase inhibitor
gossypin	Dual specificity protein kinase inhibitor
guaiacol	Local anesthetic
halofantrine	Antimalarial agent
idazoxan	Adrenergic receptor antagonist
imidazolidinyl-urea	Bacterial DNA inhibitor
iodixanol	Radiopaque medium
iopamidol	Radiopaque medium
iopromide	Radiopaque medium
ioversol	Radiopaque medium
isometheptene	Vasoconstrictor
levalbuterol	Adrenergic receptor agonist
levopropoxyphene	Antitussive
lorglumide	CCK receptor antagonist
luteolin	Glucosidase inhibitor
lymecycline	Bacterial 50S ribosomal subunit inhibitor
mecamylamine	Acetylcholine receptor antagonist
meglumine	Excipient
melengestrol	Antineoplastic agent|Steroidal progestin
metacycline	Bacterial 50S ribosomal subunit inhibitor
methenamine	Bacterial DNA inhibitor
methiazole	Anthelmintic agent
methylatropine	Atropine derivative
methyl-dopate	Antihypertensive agent
methyl-hydantoin	Hydantoin antiepileptic
misoprostol	Prostanoid receptor agonist
monobenzone	Melanin inhibitor
morin	Cytochrome P450 inhibitor
latamoxef	Bacterial cell wall synthesis inhibitor
nadifloxacin	Bacterial DNA gyrase inhibitor
nafcilline	Bacterial cell wall synthesis inhibitor
nomegestrol	Progesterone receptor agonist
novobiocin	Bacterial DNA gyrase inhibitor
oxolamine	Antitussive
oxyphenbutazone	Cyclooxygenase inhibitor
paromomycin	Bacterial 30S ribosomal subunit inhibitor
penbutolol	Adrenergic receptor antagonist
pentetic-acid	Chelating agent
phthalylsulfathiazole	Dihydropteroate synthetase inhibitor
pipemidic-acid	Topoisomerase inhibitor
piromidic-acid	Bacterial DNA gyrase inhibitor
pivampicillin	Bacterial cell wall synthesis inhibitor
pralidoxime	Acetylcholinesterase inhibitor
pronetalol	Adrenergic receptor antagonist
pyrithyldione	Psychoactive drug
pyrvinium	Androgen receptor antagonist
rivastigmine	Acetylcholinesterase inhibitor
ronidazole	Antiprotozoal agent
roxarsone	Antiprotozoal agent
roxithromycin	Bacterial 50S ribosomal subunit inhibitor
sarafloxacin	Bacterial DNA gyrase inhibitor
spaglumic-acid	Complement inhibitor|Histamine release inhibitor|Leukotriene receptor antagonist|Membrane permeability enhancer|Glutamate receptor antagonist
sparfloxacin	Bacterial DNA gyrase inhibitor
sulbactam	Beta lactamase inhibitor
sulfadoxine	Dihydropteroate synthase inhibitor
sulfamonomethoxine	Bacterial antifolate
suprofen	Cyclooxygenase inhibitor
gaboxadol	GABA receptor agonist
theobromine	Phosphodiesterase inhibitor
thonzonium	ATPase inhibitor
ticarcillin	Lactamase inhibitor
tiletamine	Glutamate receptor antagonist
trichlormethiazide	Chloride channel blocker
tridihexethyl	Acetylcholine receptor antagonist
trifluridine	DNA directed DNA polymerase inhibitor|Thymidylate synthase inhibitor
tyloxapol	NFkB pathway inhibitor
urosiol	NRF2 activator
viloxazine	Serotonin reuptake inhibitor
viomycin	Protein synthesis inhibitor
xamoterol	Adrenergic receptor agonist
BRD-K80767319	Isocitrate dehydrogenase inhibitor
ACDPP	Glutamate receptor antagonist
BRD-A35769934	Mur transferase inhibitor
BIX-02189	MEK inhibitor
idelalisib	PI3K inhibitor
peruvoside	Cardiac glycoside
BRD-A68202111	ATPase inhibitor
BRD-A84066268	ATPase inhibitor
BRD-K72561299	RNA polymerase inhibitor
cantharidin	Protein phosphatase inhibitor
GSK-650394	Serum/glucocorticoid regulated kinase inhibitor
tacedinaline	HDAC inhibitor
HDAC1-selective	HDAC inhibitor
HDAC3-selective	HDAC inhibitor
benzohydroxamic-acid	Other antifungal
plerixafor	CC chemokine receptor antagonist
NVP-AEW541	IGF-1 inhibitor
tivantinib	Tyrosine kinase inhibitor
AZD-8330	MEK inhibitor
AZD-1480	JAK inhibitor
AZD-5438	CDK inhibitor
amuvatinib	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
BMS-509744	ITK inhibitor
BMS-777607	AXL kinase inhibitor|C-Met inhibitor|FLT3 inhibitor|Hepatocyte growth factor receptor inhibitor|Macrophage inhibitor|Tyrosine kinase inhibitor
CHIR-99021	Glycogen synthase kinase inhibitor
doramapimod	P38 MAPK inhibitor
foretinib	VEGFR inhibitor
GSK-2126458	PI3K inhibitor|MTOR inhibitor
GSK-690693	AKT inhibitor
trametinib	MEK inhibitor
KIN001-266	MAP kinase inhibitor|TNF production inhibitor
KU-60019	ATM kinase inhibitor
YM-201636	PI3K inhibitor
MGCD-265	VEGFR inhibitor
NVP-BGJ398	FGFR inhibitor
buparlisib	PI3K inhibitor
OSI-930	KIT inhibitor|VEGFR inhibitor
ibrutinib	BTK inhibitor
PF-431396	Focal adhesion kinase inhibitor
PF-477736	CHK inhibitor
pelitinib	EGFR inhibitor
ponatinib	Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
SAR-245408	PI3K inhibitor
SAR-245409	PI3K inhibitor
BMS-387032	CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
nintedanib	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Y-39983	Rho associated kinase inhibitor
rondual-kinase-inhibitor	Hepatocyte growth factor receptor inhibitor
BG-STK33-03	Serine/threonine kinase inhibitor
methyl-fasudil	Rho associated kinase inhibitor
BG-STK33-59	Serine/threonine kinase inhibitor
BG-STK33-55	Serine/threonine kinase inhibitor
MW-STK33-100	PI3K inhibitor
BRD-K27237442	Dopamine receptor antagonist
5-methoxy-alpha-methyltryptamine	Serotonin reuptake inhibitor
(+/-)-7-hydroxy-2-(N,N-di-n-propylamino)tetralin	Dopamine receptor agonist
norfenfluramine	Serotonin receptor agonist
salsoline	Acetylcholinesterase inhibitor
MK-801	Glutamate receptor antagonist
YM-09151-2	Dopamine receptor antagonist
BRD-K18722736	Opioid receptor antagonist
SK-383933	Dopamine receptor agonist
BRD-K28308851	Histamine receptor agonist
BRD-K67582595	Antiamyloidogenic agent|Dopamine receptor agonist
beta-alanine	Glycine receptor agonist
lactotensin	Neurotensin agonist
alpha-methylserotonin	Serotonin receptor agonist
1,2,3,4-tetrahydroisoquinoline	Secondary amine
bietaserpine	Vesicular monoamine transporter inhibitor
2-aminotetralin	Serotonin reuptake inhibitor
(+)-3-(1-propyl-piperidin-3-yl)-phenol	Dopamine receptor agonist
desmethylclomipramine	Selective serotonin reuptake inhibitor (SSRI)
methoxypyruvic-acid	Insulin secretagogue
5-hydroxytryptophan	Neurotransmitter
oxidopamine	Neurotoxin
6-nitrodopamine	Neurotoxin
6-nitronorepinephrine	Norepinephrine inhibitor
BRD-A05729358	Glutamate receptor antagonist
allantoxanamide	Uricase inhibitor
aminobenztropine	Acetylcholine receptor agonist
chrysamine-g	Beta amyloid inhibitor
ciproxifan	Histamine receptor antagonist
DASB	Serotonin transporter (SERT) ligand
epidepride	Contrast agent|Dopamine receptor ligand
farnesylpyrophosphate	Isoprenoid farnesyl-donor in prenylation reactions
Fluoro-SAHA	HDAC inhibitor
GGTI-2133	GGTase inhibitor
GGTI-297	GGTase inhibitor
GGTI-298	GGTase inhibitor
geranyl-geranyl-pyrophosphate	Intermediate in the HMG-CoA reductase pathway
hydroxytyrosol	HIV integrase inhibitor
IDAM	Serotonin transporter (SERT) ligand
JMV-431	Neurotensin agonist
kaempferol	Bone resorption inhibitor|Estrogen-related receptor inverse agonist
L-744832	Farnesyltransferase inhibitor
LBH-589	HDAC inhibitor
dinorcitalopram-oxalate	Serotonin reuptake inhibitor
n-bromoacetyltryptamine	Melatonin secretion inhibitor
BRD-A52647795	Acetylcholine receptor agonist
methyltyramine	Adrenergic receptor antagonist|Trace amine associated receptor agonist
norcitalopram	Serotonin reuptake inhibitor
BRD-A74767450	Adenosine receptor agonist
NaCl	Essential salt
PD-149163	Neurotensin agonist
RN1	Histone lysine demethylase inhibitor
RTI-55	Dopamine uptake inhibitor
SIB-1508Y	Acetylcholine receptor agonist
SIB-1553A	Acetylcholine receptor agonist
SKF-104078	Adrenergic receptor antagonist
SKF-82958	Dopamine receptor agonist
SKF-83822	Dopamine receptor agonist
SKF-83959	Dopamine receptor antagonist
SR-12813	FXR agonist
rimonabant	Cannabinoid receptor antagonist
SR-144528	Cannabinoid receptor inverse agonist
SR-147778	Cannabinoid receptor antagonist
SR-48692	Neurotensin receptor antagonist
serotonin	Growth factor receptor activator
sirtinol	SIRT inhibitor
suramin	DNA synthesis inhibitor
tropapride	Dopamine receptor antagonist
tyramine	Catecholamine releasing agent
vanillyl-glycol	Plant lignin
WAY-405	Serotonin receptor antagonist
WAY-100635	Serotonin receptor antagonist
nor-1-chlorpromazine	Antipsychotic
nor-1-promazine	Antipsychotic
nor-2-chlorpromazine	Dopamine receptor antagonist
p-aminophenethylspiperone	Dopamine receptor antagonist
trans-bis-q	Acetylcholine receptor agonist
BAY-K8644	Calcium channel activator
BRD-K89912164	Adenylyl cyclase inhibitor
