pert_iname	classes
azithromycin	drugs causing inadvertant photosensitivity|antibacterials for systemic use|anti bacterial agents|ophthalmologicals|experimental unapproved treatments for covid 19|cytochrome p 450 cyp3a4 substrates|p glycoprotein inhibitors|p glycoprotein substrates|photosensitizing agents|cytochrome p 450 cyp2a6 inhibitors (strength unknown)|macrolides, lincosamides and streptogramins|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|qtc prolonging agents|macrolide antimicrobial|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|moderate risk qtc prolonging agents|cytochrome p 450 substrates|anti infective agents|cytochrome p 450 cyp3a inhibitors|macrolides|cytochrome p 450 cyp3a substrates|antiinfectives for systemic use|polyketides|cytochrome p 450 cyp2a6 inhibitors|lactones|cytochrome p 450 cyp3a4 substrates (strength unknown)
ticlopidine	antiplatelet agents|purinergic antagonists|cytochrome p 450 cyp2c8 inhibitors|cytochrome p 450 cyp2c9 inhibitors (weak)|purinergic p2y receptor antagonists|thiophenes|drugs that are mainly renally excreted|purinergic agents|cytochrome p 450 cyp3a4 substrates|cytochrome p 450 cyp2e1 inhibitors (weak)|thienopyridines|cytochrome p 450 cyp2c19 inhibitors (moderate)|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|cytochrome p 450 cyp2b6 inhibitors (moderate)|cytochrome p 450 cyp2c19 substrates|decreased platelet aggregation|cytochrome p 450 cyp2e1 inhibitors|neurotransmitter agents|cardiovascular agents|blood and blood forming organs|pyridines|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|purinergic p2 receptor antagonists|fibrin modulating agents|hematologic agents|cytochrome p 450 cyp2b6 inhibitors (strong)|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|platelet aggregation inhibitors excl. heparin|enzyme inhibitors|chemically induced disorders|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strong)|cytochrome p 450 cyp1a2 inhibitors|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp2c8 inhibitors (weak)|sulfur compounds|cytochrome p 450 cyp3a4 substrates (strength unknown)
adapalene	anti acne preparations for topical use|dermatologicals|anti inflammatory agents|anti acne preparations|retinoids for topical use in acne|retinoids|misc. skin and mucous membrane agents|naphthalenes
midodrine	agents producing tachycardia|adrenergic agents|amines|bradycardia causing agents|vasoconstrictor agents|agents that produce hypertension|adrenergic alpha 1 receptor agonists|neurotransmitter agents|cardiovascular agents|cardiac stimulants excl. cardiac glycosides|sympathomimetics|adrenergic agonists|cytochrome p 450 substrates|adrenergic alpha agonists|cytochrome p 450 cyp2d6 substrates|ethanolamines|peripheral nervous system agents|adrenergic and dopaminergic agents|amino alcohols|autonomic agents|cardiac therapy|alcohols
pantoprazole	gastric acid lowering agents|bcrp/abcg2 inhibitors|drugs that are mainly renally excreted|acid reducers|anti ulcer agents|cytochrome p 450 cyp3a4 substrates|p glycoprotein inhibitors|p glycoprotein substrates|cytochrome p 450 cyp2c19 substrates|oat3/slc22a8 inhibitors|cytochrome p 450 cyp2c19 inhibitors (weak)|oatp1b1/slco1b1 inhibitors|bcrp/abcg2 substrates|drugs for peptic ulcer and gastro oesophageal reflux disease (gord)|pyridines|drugs for acid related disorders|cytochrome p 450 enzyme inhibitors|benzimidazoles|gastrointestinal agents|cytochrome p 450 substrates|enzyme inhibitors|heterocyclic compounds, fused ring|2 pyridinylmethylsulfinylbenzimidazoles|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|alimentary tract and metabolism|proton pump inhibitors|sulfur compounds|sulfoxides
torasemide	membrane transport modulators|antihypertensive agents indicated for hypertension|increased diuresis at loop of henle|sulfones|hypotensive agents|sodium potassium chloride symporter inhibitors|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|cardiovascular agents|high ceiling diuretics|ototoxic agents|oatp1b1/slco1b1 substrates|pyridines|cytochrome p 450 enzyme inhibitors|sulfonamides|hyperglycemia associated agents|diuretics|natriuretic agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp2c9 inhibitors|antihypertensive agents|sulfur compounds|non potassium sparing diuretics|cytochrome p 450 cyp2c8 substrates
citalopram	psychoanaleptics|central nervous system agents|serotonin receptor antagonists|cytochrome p 450 cyp3a4 inhibitors (weak)|amines|cytochrome p 450 cyp3a4 substrates|hypoglycemia associated agents|p glycoprotein inhibitors|p glycoprotein substrates|selective serotonin reuptake inhibitors|antidepressive agents, second generation|cytochrome p 450 cyp2c19 substrates|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|serotonin modulators|cytochrome p 450 cyp2c19 inhibitors (weak)|central nervous system depressants|neurotransmitter agents|antidepressive agents|qtc prolonging agents|propylamines|cytochrome p 450 cyp2d6 inhibitors|benzofurans|cytochrome p 450 cyp2b6 inhibitors|nervous system|cytochrome p 450 enzyme inhibitors|vasodilating agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp1a2 inhibitors (weak)|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|serotonin 5 ht2 receptor antagonists|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp1a2 inhibitors|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|combined inhibitors of serotonin/norepinephrine reuptake|neurotransmitter uptake inhibitors|psychotropic drugs|nitriles|highest risk qtc prolonging agents
moxifloxacin	topoisomerase inhibitors|antibacterials for systemic use|anti bacterial agents|ophthalmologicals|quinolone antimicrobial|fluoroquinolones|cytochrome p 450 cyp1a2 inhibitors (moderate)|quinolines|qtc prolonging agents|cytochrome p 450 enzyme inhibitors|moderate risk qtc prolonging agents|quinolones|enzyme inhibitors|anti infective agents|cytochrome p 450 cyp1a2 inhibitors|heterocyclic compounds, fused ring|antiinfectives for systemic use|topoisomerase ii inhibitors|sensory organs
oxyphenonium	drugs for functional gastrointestinal disorders|agents producing tachycardia|cholinergic agents|mydriatics|parasympatholytics|peripheral nervous system agents|quaternary ammonium compounds|onium compounds|alimentary tract and metabolism|anticholinergic agents|nitrogen compounds|ammonium compounds|autonomic agents|neurotransmitter agents|synthetic anticholinergics, quaternary ammonium compounds|amines|muscarinic antagonists
nelfinavir	hiv protease inhibitors|cytochrome p 450 cyp2b6 inhibitors (strength unknown)|oatp1b3 inhibitors|bcrp/abcg2 inhibitors|cytochrome p 450 cyp3a4 inhibitors (strong)|cytochrome p 450 cyp3a4 substrates|antivirals for systemic use|p glycoprotein inhibitors|ugt1a1 inducers|p glycoprotein substrates|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp3a5 inhibitors|cytochrome p 450 cyp2c19 inducers|p glycoprotein inducers|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|oatp1b1/slco1b1 inhibitors|anti retroviral agents|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|hyperglycemia associated agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|enzyme inhibitors|anti infective agents|antiviral agents|cytochrome p 450 cyp3a inhibitors|isoquinolines|cytochrome p 450 cyp2c9 inhibitors|potential qtc prolonging agents|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a7 inhibitors|cytochrome p 450 cyp3a7 inhibitors (strong)|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp2c19 inducers (strength unknown)|cytochrome p 450 cyp3a5 inhibitors (strong)|antiinfectives for systemic use|oct1 inhibitors|cytochrome p 450 enzyme inducers|protease inhibitors|anti hiv agents|bsep/abcb11 substrates|direct acting antivirals
glimepiride	drugs used in diabetes|alimentary tract and metabolism|sulfones|immunosuppressive agents|sulfonylureas|sulfur compounds|cytochrome p 450 substrates|bsep/abcb11 substrates|blood glucose lowering agents|antiarrhythmic agents|cytochrome p 450 cyp2c9 substrates|cardiovascular agents|hypoglycemia associated agents
diflorasone	hormones, hormone substitutes, and hormone antagonists|steroids, fluorinated|dermatologicals|anti inflammatory agents|adrenal cortex hormones|corticosteroids, dermatological preparations|hormones|pregnanes|corticosteroids, potent (group iii)|steroids|corticosteroids|pregnadienes|pregnadienetriols|immunosuppressive agents|fused ring compounds|corticosteroid hormone receptor agonists
indinavir	hiv protease inhibitors|cytochrome p 450 cyp3a4 inhibitors (strong)|cytochrome p 450 cyp3a5 inhibitors (weak)|cytochrome p 450 cyp3a4 substrates|antivirals for systemic use|p glycoprotein inhibitors|ugt1a1 inhibitors|p glycoprotein substrates|cytochrome p 450 cyp3a5 inhibitors|p glycoprotein inducers|oatp1b1/slco1b1 inhibitors|anti retroviral agents|pyridines|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|agents causing muscle toxicity|hyperglycemia associated agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|enzyme inhibitors|anti infective agents|antiviral agents|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a7 inhibitors (weak)|cytochrome p 450 cyp3a7 inhibitors|oct1 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|protease inhibitors|antiinfectives for systemic use|anti hiv agents|bsep/abcb11 substrates|direct acting antivirals
guanadrel	amidines|adrenergic antagonists|antihypertensive agents|cardiovascular agents
lovastatin	ugt1a3 substrates|cytochrome p 450 cyp2c8 inhibitors|drugs causing inadvertant photosensitivity|hydroxymethylglutaryl coa reductase inhibitors|lipid regulating agents|ugt2b7 substrates|cytochrome p 450 cyp3a4 substrates|p glycoprotein inhibitors|cytochrome p 450 cyp2d6 inhibitors (weak)|photosensitizing agents|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp2c8 inhibitors (moderate)|lipid modifying agents|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|oatp1b1/slco1b1 inhibitors|hypolipidemic agents indicated for hyperlipidemia|cytochrome p 450 cyp3a7 substrates|cytochrome p 450 cyp2d6 inhibitors|oatp1b1/slco1b1 substrates|cytochrome p 450 enzyme inhibitors|agents causing muscle toxicity|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp3a4 inhibitors (moderate)|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2c9 inhibitors|hypolipidemic agents|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|bsep/abcb11 substrates|anticholesteremic agents|ugt1a1 substrates|cytochrome p 450 cyp2c8 substrates
cefotiam	thiazines|antibacterials for systemic use|anti bacterial agents|nephrotoxic agents|oat1/slc22a6 substrates|oat3/slc22a8 inhibitors|second generation cephalosporins|beta lactams|amides|cephacetrile|cephalosporins|oat1/slc22a6 inhibitors|anti infective agents|heterocyclic compounds, fused ring|antiinfectives for systemic use|sulfur compounds|lactams|oat3/slc22a8 substrates
aminosalicylic acid	salicylates|phenols|hydroxy acids|para aminobenzoates|antiinfectives for systemic use|anti bacterial agents|drugs for treatment of tuberculosis|antimycobacterials|antituberculosis agents|benzoates|aminosalicylic acids|acids, carbocyclic|hydroxybenzoates|anti infective agents|benzene derivatives|aminosalicylic acid and derivatives|aminobenzoates
reboxetine	adrenergic uptake inhibitors|membrane transport modulators|psychoanaleptics|central nervous system agents|adrenergic agents|oxazines|cytochrome p 450 cyp3a4 substrates|p glycoprotein inhibitors|cytochrome p 450 cyp2d6 inhibitors (weak)|central nervous system depressants|neurotransmitter agents|antidepressive agents|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|cytochrome p 450 cyp2d6 inhibitors|nervous system|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a substrates|neurotransmitter uptake inhibitors|psychotropic drugs|morpholines
milrinone	cardiac stimulants excl. cardiac glycosides|phosphodiesterase 5 inhibitors|phosphodiesterase 3 inhibitors|compounds used in a research, industrial, or household setting|aminopyridines|pyridines|vasodilating agents|hematologic agents|protective agents|cardiotonic agents|drugs that are mainly renally excreted|enzyme inhibitors|cardiac therapy|cardiovascular agents|phosphodiesterase inhibitors|amines
nevirapine	human immunodeficiency virus 1 non nucleoside analog reverse transcriptase inhibitor|cytochrome p 450 cyp2a6 substrates|hepatotoxic agents|cytochrome p 450 cyp2b6 inducers (strong)|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp3a4 substrates|antivirals for systemic use|cytochrome p 450 cyp2d6 inhibitors (weak)|cytochrome p 450 cyp2b6 substrates|cytochrome p 450 cyp2c9 inducers (strength unknown)|non nucleoside reverse transcriptase inhibitors|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|cytochrome p 450 cyp3a4 inducers (weak)|anti retroviral agents|nonnucleoside reverse transcriptase inhibitors|cytochrome p 450 cyp2b6 inducers|cytochrome p 450 cyp3a7 substrates|pyridines|cytochrome p 450 cyp2d6 inhibitors|reverse transcriptase inhibitors|cytochrome p 450 enzyme inhibitors|nucleic acid synthesis inhibitors|cytochrome p 450 cyp1a2 inhibitors (weak)|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp2c9 substrates|anti infective agents|antiviral agents|cytochrome p 450 cyp3a inducers|chemically induced disorders|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp1a2 inhibitors|cytochrome p 450 cyp2d6 substrates|oct1 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|antiinfectives for systemic use|cytochrome p 450 enzyme inducers|anti hiv agents|direct acting antivirals|cytochrome p 450 cyp2c9 inducers|inducers of drug clearance
oxiconazole	antifungal agents|cytochrome p 450 cyp3a4 inducers (strength unknown)|dermatologicals|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 enzyme inducers|genito urinary system and sex hormones|antifungals for topical use|azole antifungals|cytochrome p 450 substrates|imidazole derivatives|imidazole and triazole derivatives|anti infective agents|cytochrome p 450 cyp3a inducers|gynecological antiinfectives and antiseptics|cytochrome p 450 cyp3a4 inducers|antifungals for dermatological use
