pert_iname	classes
saclofen	Lipids|saclofen|gamma-Aminobutyric Acid|Fatty Acids|Pharmacologic Actions|Acids, Acyclic|Amino Acids|Carboxylic Acids|Organic Chemicals|Butyrates|Neurotransmitter Agents|Physiological Effects of Drugs|Amino Acids, Peptides, and Proteins|Fatty Acids, Volatile|Molecular Mechanisms of Pharmacological Action|GABA Agents|GABA Antagonists|Chemicals and Drugs Category|Aminobutyrates|Chemical Actions and Uses
CGP-20712	Heterocyclic Compounds|Adrenergic Agents|Pharmacologic Actions|Imidazoles|Adrenergic beta-Antagonists|Neurotransmitter Agents|CGP 20712A|Physiological Effects of Drugs|Chemicals and Drugs Category|Azoles|Adrenergic Antagonists|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses
thiethylperazine	Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Dopamine Antagonists|Dopamine Agents|Antiemetics|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Central Nervous System Agents|Thiethylperazine|Gastrointestinal Agents|Chemicals and Drugs Category|Piperazines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses|Phenothiazines
tenidap	Oxindoles|Indolizines|tenidap|Heterocyclic Compounds, Fused-Ring|Pharmacologic Actions|Antirheumatic Agents|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Anti-Inflammatory Agents, Non-Steroidal|Cyclooxygenase Inhibitors|Indolizidines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Indole Alkaloids|Indoles|Central Nervous System Agents|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Alkaloids|Therapeutic Uses
BU-224	Heterocyclic Compounds|Imidazoles|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring
abiraterone	Androstenes|Steroids|Polycyclic Compounds|Androstanes|Chemicals and Drugs Category|Fused-Ring Compounds
nandrolone	Androgens|Hormones|Pharmacologic Actions|Gonadal Steroid Hormones|Estrenes|Steroids|Polycyclic Compounds|Nandrolone|Testosterone Congeners|Physiological Effects of Drugs|Chemicals and Drugs Category|Anabolic Agents|Estranes|Fused-Ring Compounds|Gonadal Hormones|Chemical Actions and Uses|Hormones, Hormone Substitutes, and Hormone Antagonists
phenothiazine	Heterocyclic Compounds|Organic Chemicals|Pharmacologic Actions|Sulfur Compounds|phenothiazine|Anti-Infective Agents|Antiparasitic Agents|Chemicals and Drugs Category|Antiprotozoal Agents|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Inorganic Chemicals|Therapeutic Uses|Phenothiazines
gestrinone	Norpregnatrienes|Steroids|Norgestrienone|Contraceptives, Oral|Pharmacologic Actions|Norpregnanes|Contraceptive Agents, Hormonal|Hormones|Reproductive Control Agents|Physiological Effects of Drugs|Norsteroids|Hormones, Hormone Substitutes, and Hormone Antagonists|Progestins|Contraceptives, Oral, Hormonal|Polycyclic Compounds|Gestrinone|Contraceptive Agents|Contraceptives, Oral, Synthetic|Chemicals and Drugs Category|Contraceptive Agents, Female|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
nonoxynol-9	Contraceptive Agents, Male|Macromolecular Substances|Technology, Industry, and Agriculture|Ethylene Glycols|Polymers|Noxae|Surface-Active Agents|Spermatocidal Agents|Pharmacologic Actions|Nonoxynol|Biomedical and Dental Materials|Organic Chemicals|Solvents|Antispermatogenic Agents|Reproductive Control Agents|Physiological Effects of Drugs|Manufactured Materials|Alcohols|Glycols|Toxic Actions|Contraceptive Agents|Chemicals and Drugs Category|Technology and Food and Beverages Category|Contraceptive Agents, Female|Specialty Uses of Chemicals|Polyethylene Glycols|Chemical Actions and Uses|Therapeutic Uses
UCL-2077	Heterocyclic Compounds|Organic Chemicals|Benzene Derivatives|Benzyl Compounds|3-(triphenylmethylaminomethyl)pyridine|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Amines|Heterocyclic Compounds, 1-Ring|Pyridines|Hydrocarbons|Hydrocarbons, Aromatic|Benzylamines
SB-216763	Heterocyclic Compounds|Organic Chemicals|Heterocyclic Compounds, 2-Ring|Maleates|Acids, Acyclic|SB 216763|Azoles|Pyrroles|Chemicals and Drugs Category|Carboxylic Acids|Dicarboxylic Acids|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Maleimides|Imides|Indoles
kawain	Pyrans|Anticonvulsants|Pharmacologic Actions|Pyrones|Central Nervous System Agents|kavain|Anti-Anxiety Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Psychotropic Drugs|Tranquilizing Agents|Central Nervous System Depressants|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
nimetazepam	nimetazepam|Benzazepines|Psychotropic Drugs|Heterocyclic Compounds, Fused-Ring|Benzodiazepinones|Anticonvulsants|Pharmacologic Actions|Anti-Anxiety Agents|Hypnotics and Sedatives|Central Nervous System Depressants|Heterocyclic Compounds|Benzodiazepines|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|GABA Modulators|GABA Agents|Heterocyclic Compounds, 2-Ring|Central Nervous System Agents|Chemicals and Drugs Category|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses
XAV-939	Heterocyclic Compounds|Chemicals and Drugs Category|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring
skimmianine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Quinolines
rosuvastatin	Hydrocarbons, Halogenated|Noxae|Antimetabolites|Fluorobenzenes|Anticholesteremic Agents|Inorganic Chemicals|Rosuvastatin Calcium|Pharmacologic Actions|Benzene Derivatives|Sulfur Compounds|Hydrocarbons, Cyclic|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Sulfones|Hydrocarbons, Fluorinated|Molecular Mechanisms of Pharmacological Action|Hypolipidemic Agents|Hydrocarbons|Sulfonamides|Amides|Toxic Actions|Chemicals and Drugs Category|Lipid Regulating Agents|Heterocyclic Compounds, 1-Ring|Pyrimidines|Chemical Actions and Uses|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Hydrocarbons, Aromatic|Therapeutic Uses
clotrimazole	Hormone Antagonists|14-alpha Demethylase Inhibitors|Anti-Infective Agents|Drug-Related Side Effects and Adverse Reactions|Pharmacologic Actions|Diseases Category|Chemically-Induced Disorders|Metabolic Side Effects of Drugs and Substances|Anti-Infective Agents, Local|Enzyme Inhibitors|Heterocyclic Compounds|Antifungal Agents|Imidazoles|Physiological Effects of Drugs|Azoles|Molecular Mechanisms of Pharmacological Action|Cytochrome P-450 Enzyme Inhibitors|Hormones, Hormone Substitutes, and Hormone Antagonists|Clotrimazole|Steroid Synthesis Inhibitors|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
LFM-A12	Organic Chemicals|Aniline Compounds|Chemicals and Drugs Category|Amines|LFM A12|Nitriles
mometasone	Pharmacologic Actions|Steroids|Polycyclic Compounds|Chemicals and Drugs Category|Fused-Ring Compounds|Pregnanes|Pregnadienediols|Pregnadienes|Anti-Allergic Agents|Anti-Inflammatory Agents|Dermatologic Agents|Chemical Actions and Uses|Mometasone Furoate|Therapeutic Uses
salbutamol	Adrenergic beta-Agonists|Anti-Infective Agents|Anti-Asthmatic Agents|Autonomic Agents|Adrenergic Agents|Adrenergic beta-2 Receptor Agonists|Pharmacologic Actions|Respiratory System Agents|Ethylamines|Central Nervous System Depressants|Bronchodilator Agents|Anti-Infective Agents, Local|Phenethylamines|Organic Chemicals|Solvents|Ethanol|Neurotransmitter Agents|Reproductive Control Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Alcohols|Peripheral Nervous System Agents|Adrenergic Agonists|Central Nervous System Agents|Amino Alcohols|Tocolytic Agents|Ethanolamines|Chemicals and Drugs Category|Albuterol|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Therapeutic Uses
HU-211	Neuroprotective Agents|Autonomic Agents|Pharmacologic Actions|Excitatory Amino Acid Antagonists|Excitatory Amino Acid Agents|Antiemetics|HU 211|Organic Chemicals|Cannabinoids|Neurotransmitter Agents|Physiological Effects of Drugs|Cardiovascular Agents|Protective Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Peripheral Nervous System Agents|Anti-Arrhythmia Agents|Central Nervous System Agents|Gastrointestinal Agents|Chemicals and Drugs Category|Specialty Uses of Chemicals|Chemical Actions and Uses|Terpenes|Therapeutic Uses
T-0901317	TO-901317|Organic Chemicals|Sulfonamides|Sulfur Compounds|Sulfones|Hydrocarbons, Fluorinated|Chemicals and Drugs Category|Amides|Hydrocarbons|Inorganic Chemicals|Hydrocarbons, Halogenated
cetirizine	Histamine Antagonists|Cetirizine|Antipruritics|Dermatologic Agents|Pharmacologic Actions|Histamine H1 Antagonists|Anti-Allergic Agents|Heterocyclic Compounds|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Histamine H1 Antagonists, Non-Sedating|Chemicals and Drugs Category|Histamine Agents|Piperazines|Heterocyclic Compounds, 1-Ring|Hydroxyzine|Chemical Actions and Uses|Therapeutic Uses
mebendazole	Anti-Infective Agents|Antinematodal Agents|Heterocyclic Compounds, Fused-Ring|Benzimidazoles|Antimitotic Agents|Pharmacologic Actions|Acids, Acyclic|Mebendazole|Anthelmintics|Carbamates|Carboxylic Acids|Antineoplastic Agents|Heterocyclic Compounds|Organic Chemicals|Tubulin Modulators|Mitosis Modulators|Molecular Mechanisms of Pharmacological Action|Antiparasitic Agents|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Chemical Actions and Uses|Therapeutic Uses
treprostinil	Inflammation Mediators|Antihypertensive Agents|Fatty Acids|Lipids|Fatty Acids, Unsaturated|treprostinil|Chemicals and Drugs Category|Prostaglandins|Cardiovascular Agents|Pharmacologic Actions|Prostaglandins I|Chemical Actions and Uses|Autacoids|Eicosanoids|Biological Factors|Therapeutic Uses
thapsigargin	Cycloheptanes|Macrocyclic Compounds|Pharmacologic Actions|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Thapsigargin|Polycyclic Sesquiterpenes|Sesquiterpenes|Enzyme Inhibitors|Organic Chemicals|Sesquiterpenes, Eudesmane|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Sesquiterpenes, Guaiane|Cycloparaffins|Polycyclic Compounds|Chemicals and Drugs Category|Chemical Actions and Uses|Terpenes
sulfacetamide	Anti-Bacterial Agents|Aniline Compounds|Anti-Infective Agents|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Sulfanilamides|Renal Agents|Anti-Infective Agents, Local|Organic Chemicals|Sulfones|Sulfonamides|Amides|Sulfacetamide|Chemicals and Drugs Category|Anti-Infective Agents, Urinary|Amines|Chemical Actions and Uses|Therapeutic Uses
xanthinol	Jupal|Anti-Asthmatic Agents|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Phosphodiesterase Inhibitors|Pharmacologic Actions|Food|Nutrients|Purinones|Respiratory System Agents|Nicotinic Acids|Phenomena and Processes Category|Acids, Heterocyclic|Purinergic P1 Receptor Antagonists|Bronchodilator Agents|Enzyme Inhibitors|Heterocyclic Compounds|Neurotransmitter Agents|Purinergic Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Xanthines|Physiological Phenomena|Pyridines|Xanthinol Niacinate|Peripheral Nervous System Agents|Vitamins|Heterocyclic Compounds, 2-Ring|Vasodilator Agents|Theophylline|Purines|Vitamin B Complex|Purinergic Antagonists|Chemicals and Drugs Category|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Alkaloids|Micronutrients|Therapeutic Uses|Food and Beverages
FPL-55712	Hormone Antagonists|Anti-Asthmatic Agents|Leukotriene Antagonists|Heterocyclic Compounds, Fused-Ring|FPL 55712|Pyrans|Pharmacologic Actions|Respiratory System Agents|Benzopyrans|Heterocyclic Compounds|Physiological Effects of Drugs|Hormones, Hormone Substitutes, and Hormone Antagonists|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
NU-7026	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Oxazines|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|2-(morpholin-4-yl)benzo(h)chromen-4-one|Morpholines
laudanosine	laudanosine|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Central Nervous System Agents|Chemicals and Drugs Category|Pharmacologic Actions|Heterocyclic Compounds, Fused-Ring|Isoquinolines|Chemical Actions and Uses|Therapeutic Uses
cerivastatin	Heterocyclic Compounds|Pharmacologic Actions|cerivastatin|Toxic Actions|Noxae|Antimetabolites|Chemicals and Drugs Category|Lipid Regulating Agents|Molecular Mechanisms of Pharmacological Action|Anticholesteremic Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Hypolipidemic Agents|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Pyridines|Therapeutic Uses|Enzyme Inhibitors
SNS-314	Heterocyclic Compounds|Organic Chemicals|Benzene Derivatives|Sulfur Compounds|Phenylurea Compounds|Azoles|SNS 314|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Urea|Amides|Heterocyclic Compounds, 1-Ring|Thiazoles|Hydrocarbons|Hydrocarbons, Aromatic|Inorganic Chemicals
propoxycaine	Hydroxybenzoate Ethers|Phenyl Ethers|Anesthetics, Local|Propoxycaine|Benzoates|Acids, Carbocyclic|Pharmacologic Actions|Benzene Derivatives|Hydrocarbons, Cyclic|Carboxylic Acids|Central Nervous System Depressants|para-Aminobenzoates|Organic Chemicals|Anesthetics|Physiological Effects of Drugs|Hydroxy Acids|Hydrocarbons|Peripheral Nervous System Agents|Aminobenzoates|Hydroxybenzoates|Phenols|Central Nervous System Agents|Chemicals and Drugs Category|Ethers|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
ergocornine	Heterocyclic Compounds|Ergot Alkaloids|Ergolines|Chemicals and Drugs Category|ergocornine|Heterocyclic Compounds, Fused-Ring|Alkaloids|Heterocyclic Compounds, 4 or More Rings
dimercaptosuccinic-acid	Antidotes|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Acids, Acyclic|Succinates|Carboxylic Acids|Dicarboxylic Acids|Organic Chemicals|Chelating Agents|Physiological Effects of Drugs|Protective Agents|Molecular Mechanisms of Pharmacological Action|Sequestering Agents|Sulfhydryl Compounds|Chemicals and Drugs Category|Specialty Uses of Chemicals|Succimer|Chemical Actions and Uses
bisindolylmaleimide-ix	Heterocyclic Compounds|Platelet Aggregation Inhibitors|Heterocyclic Compounds, 2-Ring|Indoles|Chemicals and Drugs Category|Pharmacologic Actions|Hematologic Agents|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Ro 31-8220|Chemical Actions and Uses|Therapeutic Uses|Enzyme Inhibitors
L-692585	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Benzazepines|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, Fused-Ring|L 692585|Heterocyclic Compounds, 1-Ring|Tetrazoles
panobinostat	Heterocyclic Compounds, Fused-Ring|Pharmacologic Actions|Hydroxylamines|Carboxylic Acids|Antineoplastic Agents|Enzyme Inhibitors|Panobinostat|Heterocyclic Compounds|Organic Chemicals|Hydroxy Acids|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 2-Ring|Hydroxamic Acids|Indoles|Chemicals and Drugs Category|Amines|Histone Deacetylase Inhibitors|Chemical Actions and Uses|Therapeutic Uses
SB-205384	Heterocyclic Compounds|Organic Chemicals|Sulfur Compounds|Chemicals and Drugs Category|Amines|Heterocyclic Compounds, 1-Ring|SB 205384|Thiophenes|Pyridines|Inorganic Chemicals|Aminopyridines
lupanine	Heterocyclic Compounds|lupanine|Quinolizidines|Quinolizines|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Alkaloids|Heterocyclic Compounds, 2-Ring
famciclovir	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Adenine|Purines|Nucleic Acid Synthesis Inhibitors|Antiviral Agents|Anti-Infective Agents|Chemicals and Drugs Category|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Famciclovir|Therapeutic Uses|Enzyme Inhibitors
PIK-75	Organic Chemicals|Sulfonamides|Sulfur Compounds|Sulfones|Chemicals and Drugs Category|Amides|Hydrazines|Hydrazones|PIK 75|Inorganic Chemicals
westcort	hydrocortisone valerate|Hormones|Pharmacologic Actions|Steroids|Polycyclic Compounds|Pregnenediones|Chemicals and Drugs Category|Physiological Effects of Drugs|17-Hydroxycorticosteroids|Adrenal Cortex Hormones|Fused-Ring Compounds|Hydroxycorticosteroids|Pregnenes|Pregnanes|Chemical Actions and Uses|11-Hydroxycorticosteroids|Hormones, Hormone Substitutes, and Hormone Antagonists
camptothecin	Heterocyclic Compounds|Pharmacologic Actions|Camptothecin|Topoisomerase I Inhibitors|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Topoisomerase Inhibitors|Antineoplastic Agents, Phytogenic|Antineoplastic Agents|Chemical Actions and Uses|Alkaloids|Therapeutic Uses|Enzyme Inhibitors
R-96544	Heterocyclic Compounds|Pyrrolidines|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring
phentermine	Autonomic Agents|Amphetamines|Adrenergic Agents|Pharmacologic Actions|Phentermine|Central Nervous System Stimulants|Ethylamines|Anti-Obesity Agents|Phenethylamines|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Appetite Depressants|Central Nervous System Agents|Chemicals and Drugs Category|Sympathomimetics|Amines|Chemical Actions and Uses|Therapeutic Uses
spectinomycin	Heterocyclic Compounds|Pharmacologic Actions|Anti-Bacterial Agents|Dioxanes|Glycosides|Anti-Infective Agents|Spectinomycin|Aminoglycosides|Chemicals and Drugs Category|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Carbohydrates|Chemical Actions and Uses|Therapeutic Uses
cetraxate	Anti-Ulcer Agents|Macrocyclic Compounds|Acids, Carbocyclic|Pharmacologic Actions|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Cyclohexanes|Carboxylic Acids|Organic Chemicals|Hydrocarbons|cetraxate|Cycloparaffins|Polycyclic Compounds|Cyclohexanecarboxylic Acids|Gastrointestinal Agents|Chemicals and Drugs Category|Chemical Actions and Uses|Therapeutic Uses
MDL-73005EF	Dioxins|binospirone mesylate|Serotonin Receptor Agonists|Psychotropic Drugs|Spiro Compounds|Serotonin Antagonists|Pharmacologic Actions|Anti-Anxiety Agents|Hydrocarbons, Cyclic|Central Nervous System Depressants|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Dioxins and Dioxin-like Compounds|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Hydrocarbons|Central Nervous System Agents|Polycyclic Compounds|Chemicals and Drugs Category|Tranquilizing Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
